Tweet,sentimen
Adapun ledakan ketiga terjadi di jalan kampung saat polisi tengah mengejar orang tersebut .,0
""" Bahan peledak diduga low eksplosif , "" kata Iqbal .",0
Iqbal melanjutkan saat ini kepolisian setempat sedang melakukan olah tempat kejadian perkara ( TKP ) ledakan di Pasuruan .,1
Kepolisian juga masih menolong korban dan membuat perimeter aman untuk kepentingan pengamanan masyarakat di sekitar lokasi .,1
Ledakan diduga bom itu melukai seorang anak yang disinyalir anak dari pengontrak rumah .,0
Rini Soemarno Undang Pilot Garuda yang Berencana Mogok Kerja,1
"TEMPO , Asosiasi Pilot Garuda ( APG ) dan Serikat Karyawan Garuda ( Sekarga ) akan melakukan pertemuan dengan Menteri Badan Usaha Milik Negara ( BUMN ) Rini Soemarno untuk membahas rencana mogok kerja karyawan Garuda Indonesia .",1
""" Siap memang hari ini kami diundang oleh Ibu Rini ( BUMN ) untuk mendengarkan pendapat dari Ibu Menteri , "" kata Presiden APG Kapten Bintang Handoko saat dihubungi Tempo , Kamis , 5 Juli 2018 .",1
"Bintang menjelaskan setelah menemui Menteri Rini , APG dan Sekarga akan berkumpul pukul 17 . 00 WIB untuk mengambil keputusan terkait rencana mogok kerja tersebut .",1
""" Nanti koordinasi dengan anggota dan keputusan nanti tergantung anggota , "" kata dia .",1
"Sebelumnya , satuan tugas ( Satgas ) khusus penyelesaian masalah maskapai penerbangan Garuda Indonesia melanjutkan mediasi antara manajemen dengan serikat pekerja maskapai tersebut pada Senin , 25 Juni 2018 .",1
Namun mediasi tersebut belum menemukan titik tengah .,0
"Direktur Utama PT Garuda Indonesia Tbk Pahala Mansury menjelaskan , nantinya akan ada beberapa pertemuan Satgas Garuda sebagai upaya mediasi yang diinisiasi Menteri Koordinator Kemaritiman Luhut Binsar Pandjaitan .",1
""" Sesuai arahan Pak Menko kita betul - betul ingin mencari suatu solusi yang bisa diterima oleh semua pihak , "" ujar Pahala .",1
"Luhut , menurut Pahala , menargetkan agar kisruh di Garuda Indonesia bisa rampung pada minggu pertama Juli 2018 .",1
"Pembantu Jokowi Dibegal , Staf Presiden Sertakan Bukti CCTV Halte",0
"TEMPO , Kantor Staf Presiden atau KSP , telah menyurati Kepolisian Resor Jakarta Barat ihwal kasus begal yang dialami salah satu tenaga ahlinya , Armedya Dewangga .",1
Mereka meminta agar polisi segera menemukan pelaku lantaran terdapat banyak dokumen penting ikut raib dalam kasus itu .,1
""" ( Suratnya ) Sudah diserahkan ke Polres Metro Jakarta Barat dan diterima oleh Seksi Umum .",1
"Mupit namanya , "" kata Armedya yang bekerja sebagai Tenaga Staf Ahli Muda Kedeputian III Bidang Kajian Pengelolaan dan Isu Ekonomi Strategis , saat dihubungi lewat pesan pendek , Kamis , 5 Juli 2018 soal kasus begal yang dialaminya itu .",1
"Ia mengatakan kalau Armedya telah melaporkan kasus ini ke Kepolisian Sektor Taman Sari , namun belum ada respon secara aktif untuk mencari pelaku dan melacak barang yang dibegal .",1
""" Bukti laporan terlampir .",1
"Kami memiliki bukti rekaman video CCTV dari PT Transportasi Jakarta ( Transjakarta ) di Halte Glodok dan Halte Olimo , "" tulis Denni dalam surat tersebut .",1
"Seperti diketahui sebelumnya , pembantu Presiden Joko Widodo ( Jokowi ) itu dibegal oleh sekelompok orang ketika berkendara sendirian di Jalan Gajah Mada , kawasan Mangga Besar , Jakarta Barat , pada Jumat 8 Juni 2018 sore .",0
para pelaku menggunakan modus meneriaki ban kempes kepada dirinya yang tengah mengendarai mobil seorang diri .,0
Jembatan Bambu yang Menjorok ke Laut Jadi Perhatian Wisatawan di Pantai Samasi,1
"TRIBUNNEWS . COM - Kawasan wisata Pantai Samas di wilayah Srigading , Sanden , Bantul , perlahan tapi pasti mulai jadi perhatian wisatawan .",1
"Selain keindahan pantai , yang menarik di sana tak lain adalah jembatan bambu yang menjorok ke laut . Jembatan bambu ini berada tepat di bagian belakang tulisan Pesona Pengklik .",1
"Dari lokasi parkir , sudah tampak jembatan kayu ini yang memanjang dari bibir pantai sampai wedi kengser atau gundukan pasir yang muncul di dekat pantai . Lebarnya 1 meter , panjangnya sampai 210 meter .",1
"Jembatan ini dibuat dari bahan bambu . Warna bambu juga dibuat natural , tanpa dilapisi cat . Untuk merekatkan antar bambu , dipakai tali dari ijuk dan juga paku .",1
"Tapi ketika menelisik ke biaya pembuatannya , tak bisa dibilang murah .",1
""" Habis sekitar Rp 60 juta . Itu sudah semua . Mulai dari membeli bambu , tali sampai ongkos tenaga pekerja . Padahal perkiraan awal saya hanya kisaran Rp 20 juta , ‚ kata Mugiyono , pengelola jembatan bambu di Pesona Pengklik Pantai Samas ketika dihubungi pada Sabtu ( 30 / 6 / 2018 ) sore .",1
Membengkaknya perkiraan biaya pembuatan jembatan ini menurut Mugiyono karena jumlah batang bambu yang dipakai ternyata sangat banyak .,0
Trans Studio Theme Park Hadirkan Sirkus Asal Jepang dan Kanada,1
"TRIBUN - TIMUR . COM , MAKASSAR - Trans Studio Theme Park Makassar kembali menggelar pertunjukan sirkus bertaraf Internasional .",1
"Public Relations Trans Studio Theme Park Makassar , Rizky Maulidiana Haris , mengatakan acara ini sebagai suguhan spesial warga Sulsel khususnya kota Makassar dalam mengisi libur lebaran 2018 .",1
"Banyak penampilan yang sangat menarik dalam pertunjukan sirkus spektakuler ini . Seperti penampilan Hara Hiroki ( Japan ) , Russian Bar Trio ( Canada ) , serta Vladislav Zolotarev "" Chair Balancing "" ( Russia ) , "" ujarnya dalam keterangan pers , di Trans Studio Mall , Senin ( 18 / 6 ) .",1
"Sebagai penyempurnaan pertunjukan , penyelenggaraan sirkus internasional kali ini , juga akan menyajikan sebuah pertunjukan musikal yang unik dan berbeda .",1
Pertunjukan dibuka dengan penampilan apik dari Hara Hiroki ( Hologram Illusions ) .,1
"Untuk penataan area studio , panitia kata Rizky telah menata dengan sangat apik .",1
Setiap gerakan para pelaku sirkus akan diiriingi oleh pemetaan video ( video mapping ) yang ditunjang dengan koreografi menawan .,1
Begini Ramainya Pantai Ujung Batu Barru Jelang Ramadan,1
"TRIBUNBARRU . COM , BARRU - Jelang Ramadan , wisata Pantai Ujung Batu , Kabupaten Barru , Sulawesi Selatan , padat pengunjung .",1
""" Kebetulan ini menjelang Ramadan dan ada kesempatan karena tanggal merah juga makanya kami luangkan liburan di Ujung Batu ini , "" kata Pengunjung , Andi Jumain .",1
Andi Jumain liburan ke Ujung Batu bersama kelurga beserta dua anaknya .,1
"Ini baru pertama kali saya ke sini pak , saya diajak liburan sama teman yang punya keluarga di sini , makanya saya ikut bersama istri dan anak , "" tutur warga asal Bone itu .",1
Para pengunjung yang liburan di Ujung Batu tidak hanya berenang di pantai tapi juga asyik berfoto ria . Mereka yang datang bersama keluarga juga tampak bakar - bakar ikan di pinggir pantai .,1
"Musik karaoke yang dibawa pengunjung menambah kemeriahan di pantai yang berlokasi di Lingkungan Limpo Majang , Kelurahan Sumpang Binangae , Kecamatan Barru tersebut .",1
"Libur Sebentar Lagi Berakhir , Wisata Dago Dream Park Masih Ramai Dikunjungi Wisatawan",1
"TRIBUNJABAR . ID , BANDUNG - Hari libur telah berakhir , namun kawasan wisata Dago Dream Park masih ramai dikunjungi wisatawan .",1
"Pantauan Tribun Jabar , Rabu ( 20 / 6 / 2018 ) mulai dari pintu masuk hingga menuju parkiran , Dago Dream Park tampak begitu ramai .",1
Mobil dari plat daerah luar Bandung tampak tak henti berdatangan sejak pagi .,1
"Tempat wisata yang memiliki luas 11 , 5 hektar ini menjadi destinasi terluas yang ada di Bandung .",1
Suasana yang sejuk dan pemandangan alam berupa pohon pinus menjulang tinggi memanjakan pengunjung yang datang .,1
"Untuk bisa memasuki kawasan wisata Dago Dream Park , anda hanya perlu merogoh kocek Rp 20 . 000 untuk tiket masuknya .",1
"Di dalam kawasan Dago Dream Park , pengunjung bisa menikmati wisata swafoto bertemakan alam dengan konsep Jawa , Sunda , dan Bali .",1
Terduga Teroris Pasuruan Miliki Tiga Identitas,0
"Pelaku mengaku kelahiran 1968 , kelahiran 1970 , dan kelahiran 1975 .",0
"REPUBLIKA , Kabid Humas Kepolisian Daerah Jawa Timur Kombes Pol Frans Barung Mangera mengungkapkan , terduga teroris di Kelurahan Pogar , Kecamatan Bangil , Kabupaten Pasuruan , memiliki tiga identitas .",0
"Meski tidak menyebutkan nama - namanya , Frans mengungkapkan , yang bersangkutan memiliki tiga identitas sebagai kelahiran 1968 , kelahiran 1970 , dan kelahiran 1975 .",0
"Meski demikian , Frans mengaku aparat kepolisian sudah mengetahui identitas yang bersangkutan secara pasti .",1
"Artinya , tiga identitas yang dimiliki terduga teroris tersebut tidak lantas mengecoh aparat kepolisian dalam melakukan identifikasi .",1
""" Kita sudah mengidentifikasi orangnya , kita sudah tahu walaupun dia memakai tiga identitas yakni mengaku kelahiran 1975 , kelahiran 1968 , dan kelahiran 1970 .",1
"Tetapi kita sudah mengidentifikasi yang bersangkutan secara jelas , terang benderang , "" kata Frans di Surabaya , Jumat ( 6 / 7 ) .",1
"Frans meyakinkan , hingga saat ini aparat kepolidian masih terus melakukan pengejaran kepada terduga teoris yang berhasil melarikan diri tersebut .",1
Frans pun meyakinkan pihaknya akan mampu melakukan pengejaran dan menyelesaikan permasalahan tersebut .,1
"Tersingkir dari Piala Dunia , Pemain Jepang Tetap Disambut",1
"Pemain Jepang Takashi Inui ( kiri ) merayakan gol yang ia ciptakan ke gawang Senegal dalam pertandingan lanjutan Grup H Piala Dunia 2018 di Yekaterinburg , Rusia , Ahad ( 24 / 6 ) .",1
Rakyat Jepang menyambut para pemain dengan hangat sesaat baru tiba di bandara,1
"REPUBLIKA , Rakyat Jepang menyambut tim nasional dengan hangat di bandara Internasional New Tokyo .",1
"Dilansir dari Daily Mail , rakyat Jepang tetap menyambut pemain - pemain nasional mereka selayaknya pahlawan meski tersingkir dari Piala Dunia 2018 .",1
Jepang lolos ke babak 16 besar di Rusia .,1
Mereka sempat memimpin 2 - 0 di saat menghadapi Belgia .,1
Tapi mereka harus tersingkir setelah kalah dengan skor akhir 2 - 3 dalam laga tersebut .,0
Pemain dan supporter Jepang mendapat penghargaan yang luar biasa selama di Rusia .,1
Supporter Jepang mendapat pujian karena mereka turut membersihkan stadion setiap kali usai menonton tim kesayangan mereka bermain .,1
Tim Jepang pun mendapat banyak pujian .,1
Mereka membersihkan ruang ganti mereka setiap kali bermain .,1
Jepang juga meletakkan ucapan terima kasih di selembar kertas dengan bahasa Rusia setelah mereka kalah dan tersingkir di babak 16 besar .,1
Rakyat Jepang berterima kasih kepada tim nasional mereka yang bekerja keras selama turnamen sepak bola terbesar di dunia ini .,1
MU Siap Saingi Juventus untuk Dapatkan Ronaldo,1
Reuni antara Ronaldo dan Tim Setan Merah memang telah lama dirumorkan akan terjadi,1
"REPUBLIKA , Manchester United disebut siap bersaing dengan Juventus untuk memulangkan mantan pemainnya Cristiano Ronaldo ke Old Trafford .",1
Reuni antara Ronaldo dan Tim Setan Merah memang telah lama dirumorkan akan terjadi .,1
"Berdasarkan laporan the Sun , Wakil Ketua Eksekutif United , Ed Woodward akan berusaha untuk mengalahkan Juventus dalam mengamankan jasa Ronaldo .",1
United menjadi salah satu klub yang dikait - kaitkan dengan Ronaldo di setiap bursa tranfer .,1
Ronaldo kerap dirumorkan kembali ke klub peraih 20 trofi Liga Premier Inggris tersebut .,1
"Bersama United , Ronaldo merasakan trofi Liga Champions pertamanya pada 2008 .",1
"Sementara itu , United juga disebut tetap tertarik untuk mendatangkan kompatriot Ronaldo di Real Madrid Gareth Bale dan pemain Chelsea Willian .",1
"Meski demikian , mereka mengaku tak akan dapat mendaratkan pemain internasional Wales dan tak dapat menyanggupi permintaan 70 juta poundsterling dari Chelsea untuk menggaet Willian .",0
"Sebelumnya , jurnalis Sky Sport Italia Gianluca Di Marzio menyebutkan , Cristiano Ronalo telah mengatakan ke Real Madrid , jika dia ingin pindah ke Juventus .",1
"Dilansir dari Football Italia , berdasarkan Marca , sang agen , Jorge Mendes , telah dipanggil ke Madrid untuk melakukan pertemuan dengan Presiden Florentino Perez .",1
"Di Marzio mengatakan , pesan yang muncul dari pertemuan tersebut yakni Ronaldo benar - benar ingin pergi dari Bernabeu .",1
Pencarian Balita yang Hilang di KM Lestari Maju Dilanjutkan Hari Ini,1
"Jakarta - Pencarian korban hilang KM Lestari Maju kembali dilanjutkan hari ini . Tim SAR Gabungan dikerahkan untuk mencari korban di perairan Selayar , Sulawesi Selatan .",1
""" Kita masih mencari satu anak bernama Aditya yang belum ditemukan . Kita melanjutkan pencarian pagi ini jam 06 . 00 WITA , "" ujar Kepala Basarnas Makassar , Amiruddin kepada detikcom , Jumat ( 6 / 7 / 2018 ) .",1
"Amiruddin mengatakan , kesulitan pencarian dikarenakan ombak sehingga penyelam tidak bisa menyisir bagian kapal untuk mencari korban .",0
""" Kesulitan hanya ombak menyulitkan para penyelam sehingga tidak bisa mejangkau ruang kapal yang patut dicurigai adanya korban di dalam , "" jelasnya .",0
"Hingga saat ini penumpang yang menjadi korban berjumlah 191 orang , 155 dinyatakan selamat , 35 dinyatakan meninggal , dan satu korban dinyatakan hilang .",1
Tubuh Obesitas Cenderung Diakibatkan Kekurangan Vitamin D,0
"Jakarta , CNN Indonesia -- Kekurangan vitamin D ternyata tak hanya berdampak bagi tulang atau gigi . Penelitian terbaru juga menemukan hubungan kekurangan vitamin D dengan kegemukan .",0
"Studi dari VU University , Amsterdam , Belanda itu menunjukkan orang dengan obesitas ternyata memiliki tingkat vitamin D yang rendah di dalam tubuh mereka .",0
"Lemak hati yang berlebihan pada orang dengan obesitas berhubungan dengan berkurangnya tingkat penyerapan sinar matahari , yang merupakan salah satu sumber utama dari vitamin D .",0
Kondisi itu kebanyakan ditemukan pada laki - laki .,0
Hasil ini didapat setelah peneliti menganalisis lemak tubuh pada orang yang berusia 45 - 65 tahun . Peneliti lalu mengukur tingkat vitamin D pada tubuh partisipan .,1
""" Hubungan yang kuat antara peningkatan jumlah lemak perut dan rendahnya vitamin D menunjukkan bahwa individu dengan obesitas berisiko lebih besar mengalami kekurangan vitamin D , "" kata ketua peneliti Rachida Rafiq , seperti yang dikutip dari Daily Mail .",0
"Menurut Rafiq , hubungan yang kuat ini dapat menunjukkan peran vitamin D pada penyimpanan lemak pada tubuh .",1
"Namun , karena penelitian yang masih bersifat observasional , ia mengaku belum dapat menarik kesimpulan tentang arah hubungan antara kekurangan vitamin D dan obesitas .",1
Peneliti menyarankan agar orang dengan obesitas dapat memeriksakan kadar vitamin D ke petugas kesehatan .,1
"Jika ditemukan kekurangan , sebaiknya mencari asupan tambahan vitamin D dengan berjemur di bawah sinar matahari pagi atau dari makanan yang mengandung vitamin D .",1
"Selain kegemukan , kekurangan vitamin D juga berhubungan dengan meningkatnya risiko beberapa penyakit .",0
"Diberitakan WebMD , kurang asupan vitamin D dapat meningkatkan risiko kematian karena penyakit kardiovaskular , gangguan kognitif pada orang tua , asma pada anak - anak , dan kanker .",0
"Beberapa penyebab kekurangan vitamin D , diantaranya kurang mengonsumsi makanan hewani , tidak terpapar sinar matahari , tubuh tidak dapat mengubah vitamin D , saluran pencernaan tidak dapat menyerap vitamin B , dan obesitas .",0
"Kementerian Pekerjaan Umum dan Perumahan Rakyat melelang proyek Jalan Lintas Timur ( Jalintim ) Provinsi Sumatera Selatan ( Sumsel ) sepanjang 30 km dengan nilai proyek sebesar Rp 2 , 207 triliun .",1
Proyek ini akan dibangun dengan skema Kerja Sama Pemerintah dan Badan Usaha ( KPBU ) .,1
"Direktur Pengembangan Jaringan Jalan Kementerian PUPR Rachman Arief Dienaputra mengungkapkan pengumuman lelang akan dilakukan pada Jumat , 6 Juli 2018 , Rachman mengatakan proyek jalan non - tol ini banyak diminati .",1
"Pada Konfirmasi Minat Pasar yang dilakukan Senin , 2 Juli lalu sebanyak 15 perusahaan menyatakan minatnya mengikuti lelang .",1
Sebanyak 15 perusahaan itu sebanyak 14 kontraktor dalam negeri dan satu kontraktor asing .,1
"Secara umum , semua perusahaan yang hadir mendukung kegiatan ini .",1
""" Dari 16 perusahaan yang mengisi kuesioner , 15 perusahaan menyatakan berminat dengan proyek ini , "" kata Rahman dalam keterangan tertulisnya , Kamis , 5 Juli 2018 .",1
Rahman optimistis dengan banyaknya calon investor yang tertarik proyek ini bisa berjalan sesuai dengan target yang telah ditetapkan yakni Maret 2019 .,1
Proyek Jalintim tersebut nantinya memiliki masa konsesi 15 tahun termasuk dua tahun masa konstruksi .,1
"Setelah pelaksanaan preservasi dan pemeliharaan dilakukan oleh pemenang proyek selama 15 tahun , nantinya proyek tersebut akan kembali diserahkan ke pemerintah , dalam hal ini Kementerian PUPR .",1
"PT Net Visi Media , induk dari Net TV akan mencari pendanaan di pasar modal untuk mengembangkan usahanya .",1
Net Visi Media akan mencatatkan saham perdana ( initial publik offering / IPO ) di bursa serta menerbitkan Mandatory Convertible Bond ( MCB ) .,1
"Berangkat dari sana , Net Visi Media menargetkan dapat memperoleh dana Rp 1 triliun .",1
CEO sekaligus Founder Net Wishnutama Kusubandio dan Agus Laksono ikut hadir dalam mini expose rencana IPO dan MCB tersebut .,1
Associate Director of Investment Banking NH Korindo Sekuritas Rama Gautama mewakili pihak Net Visi Media menjelaskan tujuan dilakukan IPO dan penerbitan MCB ini adalah mengembangkan usaha Net .,1
"Melalui IPO , Net Visi Media akan melepas satu miliar lembar saham yang setara 4 , 88 persen dari modal yang disetor .",1
""" Targetnya ( IPO ) Rp 200 miliar .",1
"Tapi kan kita sudah ada mandatory convertible bond , "" kata Rama di Kantor Bursa Efek Indonesia , Jakarta , Rabu , 4 Juli 2018 .",1
"Sementara untuk MCB yang dikonversikan sebanyak 4 , 37 miliar lembar saham .",1
"Angka itu setara 19 , 32 persen dari seluruh modal yang disetor perusahaan .",1
Dari penerbitan MCB perolehan dana akan didapatkan sekitar Rp 800 miliar .,1
Adapun listing akan dijadwalkan pada 29 Agustus 2018 .,1
Saat ini perusahaan sedang melakukan proses administrasi di Otoritas Jasa Keuangan ( OJK ) .,1
Dewan Masjid Indonesia bekerja sama dengan Kementerian Pariwisata ( Kemenpar ) untuk mewujudkan visi masjid sebagai wisata lokasi berbasis religi .,1
"Pria yang juga menjabat sebagai Wakapolri itu mengatakan bahwa wisata berbasis religi juga sudah dipikirkan oleh ketua dewan masjid Indonesia , Jusuf Kalla .",1
Ada empat provinsi yang akan dijadikan wisata religi .,1
"Untuk itu , provinsi yang sudah direncanakan oleh Kemenpar harus punya masjid yang bisa menjadi trademark .",1
Ia mencontohkan India yang punya Taj Mahal yang kerap dikunjungi wisatawan dan lekat dengan sejarah Muslim yang merupakan agama minoritas .,1
""" Di India muslim 13 persen , tapi salah satu simbolnya Taj Mahal .",1
"Tapi kalau kita mendarat di Putrajaya , yang menonjol masjid .",1
"Ini yang jadi pemikiran kita , "" katanya .",1
Dewan Masjid Indonesia sudah mengusulkan pembangunan masjid monumental di Bandara Internasional Soekarno - Hatta .,1
Keinginan tersebut tidak lepas dari pemikiran bahwa sebuah masjid bisa digunakan aktivitas selain ibadah seperti di zaman Nabi Muhammad SAW .,1
Masyarakat harus memakmurkan dan dimakmurkan dengan kehadiran masjid .,1
"Menteri Perencanaan dan Pembangunan Nasional ( PPN ) , Bambang Brodjonegoro , menargetkan tingkat kemiskinan pada 2019 berada pada kisaran 8 , 5 - 9 , 5 persen .",1
"Angka tersebut menurun jika dibandingkan dengan target tahun ini sebesar 9 , 5 - 10 persen .",1
"Meski tingkat kemiskinan terus menurun , namun kerentanan atau status rentan miskin masih menjadi tantangan pemerintah .",0
""" Jadi inilah kelompok yang seharusnya pertama mendapatkan support atau intervensi karena 9 , 7 juta jiwa yang harus kita angkat paling tidak keluar dari kategori sangat miskin , "" jelasnya .",1
"Dari sisi konsentrasi wilayah , bagian Barat Indonesia nyatanya masih menjadi konsentrasi kemiskinan paling besar .",0
"Sekitar 79 persen kemiskinan terbesar berada di kawasan Sumatra , Jawa , Kalimantan dan Bali .",0
Sementara sisanya sebanyak 21 persen berada di kawasan Timur Indonesia .,0
""" Kalau melihat penduduk miskin itu , maka kita melihat ternyata konsentrasinya ada di kawasan Barat Indonesia .",0
"Jadi meskipun secara persentase ada di bagian Timur , tetapi konsentrasi di kawasan Barat , "" tandasnya .",0
Kota Sheffield di Inggris baru saja memiliki wali kota baru bernama Magid Magid bulan lalu .,1
Dengan usia 29 tahun dia menjadi wali kota termuda di Inggris sekaligus seorang muslim .,1
"Terbukti , ia sukses menancapkan taringnya sebagai anggota dewan Partai Hijau Inggris dan Wales sejak 2014 .",1
"Lahir di Burao , Somalia utara pada 26 Juni 1989 , Magid mengungsi ke Inggris pada tahun 1994 , ketika usianya 5 tahun .",1
"Ia dibesarkan di Burngreave , Sheffield , dan mengenyam pendidikan di University of Hull .",1
Di kampus inilah ia terpilih sebagai presiden Hull University Union .,1
"Pada tahun 2017 hingga 2018 , ia menjabat sebagai Wakil Walikota Sheffield dan pada Mei kemarin , ia resmi menduduki kursi Walikota .",1
"Jabatan baru ini dianggapnya sebagai "" bentuk penghormatan "" terhadap kota yang telah membesarkannya .",1
"Magid memiliki selera humor yang tinggi , gaya berbusana yang nyentrik , serta penampilan yang eksentrik .",1
"Dia bahkan menamai dirinya sendiri "" Magic Magid "" .",1
"Semua gambaran ini muncul ketika di hari pelantikannya , Magid "" mematahkan "" tradisi seremonial .",1
"Bukannya dilangsungkan secara formal , Magid justru memutarkan Imperial March , lagu tema yang dimainkan dalam Star Wars .",1
Ia juga enggan berpose kaku untuk potret resminya .,1
"Salah satu foto menampilkan Magid berjongkok di atas tangga Balai Kota Sheffield , mengenakan setelah jas putih , celana panjang hitam dan sepatu Dr . Martens hitam lengkap dengan atribut wali kotanya .",1
Lelaki bertubuh kekar tersebut merupakan wali kota pertama di Inggris yang merupakan lulusan ilmu biologi kelautan tidak berkaitan dengan pemerintahan .,1
"Selain itu , Magid juga gemar berpetualang di alam liar .",1
Negara Vietnam dan Thailand terdeteksi sebagai negara baru penyelundupan narkotika ke Indonesia .,0
"Dua negara ini , menambah panjang deretan negara - negara pemasok narkoba melalui Bandara Soekarno - Hatta .",0
"Kepala kantor Bea dan Cukai Bandara Soekarno - Hatta Erwin Situmorang mengungkapkan , ada perubahan pola dan tren baru , mata rantai pemasok narkotika jaringan internasional saat ini .",0
""" Penyelundupan narkotika yang sebelumnya adalah negara - negara seperti Malaysia , China , Taiwan , Ghana dan negara Afrika lainnya , saat ini berkembang ke negara Vietnam dan Thailand , "" kata dia di terminal 3 Bandara Soekarno - Hatta , Kamis ( 5 / 7 ) .",0
"Untuk itu , pihaknya mengaku lebih meningkatkan pengawasan dan penindakan terhadap kecenderungan baru itu .",1
"Yang biasanya kami menganalisa lebih dalam tamu - tamu yang datang dari Ghana , China , Malaysia , itu sekarang mau tidak mau menambahkan risiko orang - orang yang datang dari Vietnam dan Thailand , "" terang dia .",1
"Belum lama ini , lanjut dia , Bea Cukai Bandara Soetta mengungkap penyelundupan sabu yang dilakukan warga negara Vietnam , berinisial B .",1
"Pelaku diduga kurir ini , membawa sabu dari negara tersebut , dengan menyembunyikan di dalam popok yang digunakan .",0
"Menurut dia , pemasok yang menggunakan jasa kurir dalam penyelundupan barang haram tersebut , menggunakan pola yang sama dengan kurir wanita .",0
Dengan modus menyembunyikan sabu di dalam pembalut .,0
"Terungkapnya , penyelundupan itu , lanjut Erwin , lagi - lagi bermula dari kecurigaan petugas yang melihat pelaku berjalan dengan cara yang aneh .",0
""" Ketika dilakukan pemeriksaan mendalam , ternyata benar ada paket berisi 1 kilogram sabu di dalam pembalut tersebut , "" ucap dia .",0
"Dia menengarai , cara menyelundupkan barang haram oleh kurir narkoba Vietnam dan Thailand itu juga berbeda .",0
""" Penyelundup dari Ghana dan negara Afrika lainnya biasanya mereka menelan paket narkotika , paling berani sampai 2 kilogram paket , "" ucapnya .",0
"Diterangkan dia , total pengungkapan penyelundupan narkotika jenis sabu yang berhasil diungkap Bea dan Cukai Bandara Soetta , sejak periode April hingga Juni 2018 ini , terdata 9 kilogram lebih sabu .",1
"Tiga kendaraan mengalami kecelakaan beruntun di Jalan Lintas Palembang - Jambi , tepatnya di KM 69 , Kelurahan Betung , Banyuasin , Sumatera Selatan , Selasa ( 3 / 7 ) pukul 04 . 45 WIB .",0
"Akibatnya , tujuh orang tewas dan sedikitnya empat lainnya luka - luka .",0
Kasat Lantas Polres Banyuasin AKP Sukiman membenarkan kejadian itu .,1
"Namun , dia belum sempat memberikan kronologis lengkap kecelakaan maut tersebut .",0
"Untuk lengkapnya nanti ya , sekarang masih sibuk atur lalu lintas di TKP , "" ungkap Sukiman saat dihubungi merdeka . com , Selasa ( 3 / 7 ) .",0
"Sementara itu , Kepala PT Jasa Raharja Cabang Sumsel , Taufik Adnan mengaku pihaknya sudah mengecek langsung para korban saat berada di rumah sakit setempat .",1
"Untuk meringankan beban keluarga , pihaknya menjamin santunan bagi seluruh korban .",1
"Korban tewas masing - masing menerima santunan sebesar Rp 50 juta , sedangkan luka dijamin biaya perawatan maksimal Rp 20 juta .",1
Kepala Seksi Pengaturan Pemanduan Bidang Operasional Dishub DKI Jakarta Kelik Setiawan menyatakan saat ini rekayasa lalu lintas diberlakukan dari Kedubes AS sampai patung kuda .,1
"Sebelumnya , Dinas Perhubungan DKI Jakarta pun menyiapkan rekayasa lalu lintas selama acara itu berlangsung .",1
""" Pukul 06 . 00 - 11 . 00 WIB ketika pelaksanaan hari bebas kendaraan bermotor , lalu lintas dari selatan ke arah barat , yang semula belok kiri ke Jalan Medan Merdeka Selatan - putar balik ke Jalan Budi Kemuliaan , dialihkan belok kanan di bundaran air mancur Indosat , "" kata Wakil Kepala Dinas Perhubungan DKI Sigit Wijatmoko , Jumat ( 6 / 7 ) .",1
KPU Hormati PKPU Larangan Eks Koruptor Nyaleg Digugat,1
Jakarta - Eks terpidana korupsi Wa Ode Nurhayati menggugat Peraturan KPU ( PKPU ) yang melarang eks koruptor menjadi calon legislatif . KPU menghormati keputusan tersebut .,0
""" Kami menghormati orang per orang yang melakukan uji materi PKPU 20 tahun 2018 ke MA . Itu cara yang konstitusional untuk memastikan dan tepat , apakah terkait dengan konten yang dirasa tidak sesuai dengan UU , "" ujar Komisioner KPU Viryan kepada detikcom , Sabtu ( 7 / 7 / 2018 ) malam .",1
"Viryan menyebut , digugatnya PKPU nomor 20 / 2018 oleh Wa Ode adalah cara yang sesuai konstitusi . KPU pun siap menghadapi uji materi PKPU 20 / 2018 .",1
""" ( KPU ) siap menjalani uji materi karena sejak awal kami siap menjalani itu , "" tutur Viryan .",1
"Sebelumnya , Wa Ode menggugat PKPU 20 / 2018 ke MA karena aturan tersebut dinilai bertentangan dengan UU Nomor 7 / 2017 tentang Pemilu . Pengacara Wa Ode menyatakan kliennya -- eks terpidana korupsi dana PPID -- mengajukan gugatan karena ingin mencalonkan diri pada Pileg 2019 .",0
"Ketua Umum Gaikindo Yohanes Nangoi menilai , rupiah melemah di level Rp 14 . 402 akan berdampak pada harga jual kendaraan karena sebagian bahan baku kendaraan di Indonesia masih didatangkan dari luar negeri .",0
""" Ini sangat berpengaruh terhadap harga mobil karena sebagian besar komponen dan bahan baku mobil yang ada di sini masih dalam dolar AS , "" kata Nangoi di Jakarta kemarin .",0
Ia pun menghimbau kepada seluruh APM untuk segera menaikkan harga jual kendaraan jika nilai tukar rupiah tetap berada di angka Rp 14 ribuan untuk jangka waktu lama .,1
""" Ini kalau dolar AS masih bertahan Rp 14 . 400 dalam jangka lama mungkin APM perlu melakukan adjustment ( penyesuaian ) . Karena jujur , ini berpengaruh , "" ucap Nangoi meyakini .",1
"Menurutnya , APM yang tetap bertahan dengan harga lama siap - siap mengalami kerugian .",0
